Age,Salary,Experience,Weekly_Hours,Tasks_Completed,Department_Encoded,Gender_Encoded,High_Performer
0.5112692058082721,-0.12025316423481677,1.029622337377882,0.42646335310281064,1.6265421884097175,-1.2486457421234987,-1.2296926501022896,0
-1.1178789977924832,-0.7259266523880623,0.15409313892730217,-0.2117637542045981,1.3190818248333804,1.2117399566420162,1.2101737191482849,0
1.1487619811303067,-1.2441429773812487,-1.5969652579738574,0.6817541960257741,-0.9100058110950637,1.2117399566420162,1.2101737191482849,0
1.2195945117216438,-0.009735157057428586,0.504304818307534,1.5752721462561463,-1.524926538247738,-0.01845289274074124,-1.2296926501022896,1
-0.40955369187911134,-0.6963391544035646,1.029622337377882,-0.2117637542045981,-1.294331265565485,-0.01845289274074124,1.2101737191482849,0
-0.8345488754271344,-1.4473394708924308,-0.7214360595232775,-0.2117637542045981,-1.0637359928832322,-1.2486457421234987,-1.2296926501022896,0
-0.12622356951376262,0.3953524991715021,-1.0716477389035095,1.5752721462561463,-1.294331265565485,1.2117399566420162,-1.2296926501022896,1
0.7945993281736208,0.15995784608895486,-0.37122438014304565,0.8093996174872559,-1.0637359928832322,-1.2486457421234987,1.2101737191482849,0
1.5737571646783297,1.7163472621264255,-1.2467535785936255,-0.4670545971275616,1.2422167339392962,1.2117399566420162,-1.2296926501022896,1
-0.7637163448357973,0.9940642230931012,-0.19611854045292973,0.5541087745642924,0.6272960067866219,-0.01845289274074124,-0.009759465477002306,0
0.08627402226024894,-0.2529617949005782,-0.5463302198331617,-0.4670545971275616,0.7041610976807062,1.2117399566420162,-1.2296926501022896,0
1.3612595729043182,0.43103154085869044,1.5549398564482297,-0.4670545971275616,1.3959469157274647,-1.2486457421234987,1.2101737191482849,1
1.4320921034956555,-0.09980298180435518,-1.0716477389035095,0.17117251017984716,-0.8331407202009794,-0.01845289274074124,-0.009759465477002306,0
-0.48038622247044854,-0.14113845692975627,-1.4218594182837414,-1.9987996546653426,-1.1406010837773166,-0.01845289274074124,-0.009759465477002306,1
-0.6928838142444601,1.1533145798920148,1.7300456961383457,-1.7435088117423791,-1.1406010837773166,1.2117399566420162,-1.2296926501022896,0
1.5029246340869926,-0.23120628167668286,-1.4218594182837414,-0.5947000185890433,0.39670073410436907,-1.2486457421234987,-0.009759465477002306,0
1.290427042312981,0.29092603569680464,-0.5463302198331617,-1.1052817044349703,-0.21821999304830517,-1.2486457421234987,-0.009759465477002306,0
-0.6928838142444601,-1.043557145456934,-0.7214360595232775,0.2988179316413289,-1.2174661746714008,-1.2486457421234987,-1.2296926501022896,0
-0.1970561001050998,1.3678239402796226,1.029622337377882,-0.9776362829734886,-0.9100058110950637,-1.2486457421234987,-0.009759465477002306,1
1.1487619811303067,0.5802743615746123,-0.021012700762813776,-1.4882179688194155,-0.21821999304830517,-1.2486457421234987,-1.2296926501022896,0
-0.40955369187911134,-0.5884318088130439,-0.19611854045292973,1.4476267247946646,-0.5256803566246423,1.2117399566420162,-0.009759465477002306,0
1.4320921034956555,-0.8033762794651296,-0.19611854045292973,-0.2117637542045981,-1.4480614473536537,-1.2486457421234987,-1.2296926501022896,1
-0.40955369187911134,1.6014781523042583,-1.0716477389035095,0.043527088718365414,-1.294331265565485,1.2117399566420162,-1.2296926501022896,0
-0.6928838142444601,-0.23120628167668286,-1.2467535785936255,-1.4882179688194155,-0.0644898112601366,-1.2486457421234987,-1.2296926501022896,1
-1.4012091201578318,1.4609375368778945,0.3291989786174181,-0.5947000185890433,0.24297055231620052,-1.2486457421234987,-0.009759465477002306,1
-0.7637163448357973,0.08816465245010031,-0.5463302198331617,0.043527088718365414,-1.524926538247738,-1.2486457421234987,1.2101737191482849,0
-1.4720416507491692,-0.4431049804774232,-0.37122438014304565,-1.232927125896452,1.3959469157274647,-0.01845289274074124,-1.2296926501022896,1
1.0070969199476323,-0.5697220674404939,1.3798340167581138,0.42646335310281064,1.472812006621549,-1.2486457421234987,-1.2296926501022896,0
1.7154222258610041,1.4239531643972725,0.3291989786174181,-0.5947000185890433,-0.6794105384128108,-0.01845289274074124,-1.2296926501022896,1
-1.3303765895664947,1.6288900989663664,1.2047281770679978,-0.3394091756660798,-0.9100058110950637,1.2117399566420162,-0.009759465477002306,0
-1.4012091201578318,-0.49488310195029406,-0.5463302198331617,-0.5947000185890433,-0.37195017483647375,-0.01845289274074124,1.2101737191482849,0
1.5737571646783297,-0.7167893368340262,1.7300456961383457,1.83056298917911,-0.8331407202009794,1.2117399566420162,1.2101737191482849,0
1.7154222258610041,0.2739567353821663,-0.021012700762813776,-0.08411833274311634,0.012375279633947673,1.2117399566420162,1.2101737191482849,0
0.08627402226024894,-0.3090910190182281,-1.0716477389035095,-1.1052817044349703,-0.8331407202009794,-0.01845289274074124,-1.2296926501022896,0
0.7237667975822836,1.453975772646248,1.2047281770679978,0.8093996174872559,-0.7562756293068951,-0.01845289274074124,-1.2296926501022896,1
-0.40955369187911134,1.375220814775747,-0.5463302198331617,-1.232927125896452,0.16610546142211624,-0.01845289274074124,-0.009759465477002306,0
-0.12622356951376262,-1.5461095009289156,0.8545164976877659,0.17117251017984716,1.7034072793038018,1.2117399566420162,-0.009759465477002306,0
